Namespace,Pod Name,Container Name,SP HttpGet,SP FailureThreshold,SP InitialDelaySeconds,SP PeriodSeconds,SP SuccessThreshold,SP TimeoutSeconds,LP HttpGet,LP FailureThreshold,LP InitialDelaySeconds,LP PeriodSeconds,LP SuccessThreshold,LP TimeoutSeconds,RP HttpGet,RP FailureThreshold,RP InitialDelaySeconds,RP PeriodSeconds,RP SuccessThreshold,RP TimeoutSeconds
empwr-uat,bip-ms-fas-notes-uat-65f6766fd8-x95wc,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-fas-notes-uat-65f6766fd8-x95wc,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-fincl-org-uat-67bb649f6c-b97jx,bip-ms-fincl-org, , , , , , ,/app-health/bip-ms-fincl-org/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-fincl-org-uat-67bb649f6c-b97jx,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-fincl-org-uat-67bb649f6c-b97jx,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-fiscal-print-uat-db7884459-8tpjm,bip-ms-fiscal-print, , , , , , ,/app-health/bip-ms-fiscal-print/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-fiscal-print-uat-db7884459-8tpjm,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-fiscal-print-uat-db7884459-8tpjm,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-login-api-uat-85db9c6878-qvzsp,bip-ms-login-api, , , , , , ,/app-health/bip-ms-login-api/livez,5,720,30,1,60, , , , , , 
empwr-uat,bip-ms-login-api-uat-85db9c6878-qvzsp,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-login-api-uat-85db9c6878-qvzsp,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-menu-tree-uat-78856c5f48-8b92w,bip-ms-menu-tree, , , , , , ,/app-health/bip-ms-menu-tree/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-menu-tree-uat-78856c5f48-8b92w,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-menu-tree-uat-78856c5f48-8b92w,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-odata-svc-uat-659b65c45d-7npf4,bip-ms-odata-svc, , , , , , ,/app-health/bip-ms-odata-svc/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-odata-svc-uat-659b65c45d-7npf4,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-odata-svc-uat-659b65c45d-7npf4,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-ptc-pmt-adrs-uat-585f9bf6b6-6hjml,bip-ms-ptc-pmt-adrs, , , , , , ,/app-health/bip-ms-ptc-pmt-adrs/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-ptc-pmt-adrs-uat-585f9bf6b6-6hjml,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-ptc-pmt-adrs-uat-585f9bf6b6-6hjml,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-ptc-search-srch-rln-uat-5d87557975-2zs4z,bip-ms-ptc-search-srch-rln, , , , , , ,/app-health/bip-ms-ptc-search-srch-rln/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-ptc-search-srch-rln-uat-5d87557975-2zs4z,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-ptc-search-srch-rln-uat-5d87557975-2zs4z,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-rcvbl-offset-uat-7547cf879b-7tvc8,bip-ms-rcvbl-offset, , , , , , ,/app-health/bip-ms-rcvbl-offset/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-rcvbl-offset-uat-7547cf879b-7tvc8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-rcvbl-offset-uat-7547cf879b-7tvc8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-rcvbl-offset-uat-7547cf879b-rlvdq,bip-ms-rcvbl-offset, , , , , , ,/app-health/bip-ms-rcvbl-offset/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-rcvbl-offset-uat-7547cf879b-rlvdq,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-rcvbl-offset-uat-7547cf879b-rlvdq,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-reports-uat-d7888c66d-npqg6,bip-ms-reports, , , , , , ,/app-health/bip-ms-reports/livez,5,600,10,1,30,/app-health/bip-ms-reports/readyz,5,600,30,1,60
empwr-uat,bip-ms-reports-uat-d7888c66d-npqg6,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-reports-uat-d7888c66d-npqg6,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-srch-ptcpnt-uat-68c9f5d449-wkhvf,bip-ms-srch-ptcpnt, , , , , , ,/app-health/bip-ms-srch-ptcpnt/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-srch-ptcpnt-uat-68c9f5d449-wkhvf,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-srch-ptcpnt-uat-68c9f5d449-wkhvf,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-sumry-inqry-uat-6f5df5b5dd-rpt8h,bip-ms-sumry-inqry, , , , , , ,/app-health/bip-ms-sumry-inqry/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-sumry-inqry-uat-6f5df5b5dd-rpt8h,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-sumry-inqry-uat-6f5df5b5dd-rpt8h,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-tran-detail-uat-86858f8fb7-4bwrc,bip-ms-tran-detail, , , , , , ,/app-health/bip-ms-tran-detail/livez,5,600,10,1,10, , , , , , 
empwr-uat,bip-ms-tran-detail-uat-86858f8fb7-4bwrc,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-tran-detail-uat-86858f8fb7-4bwrc,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-ms-validation-info-uat-86757fb888-j49wm,bip-ms-validation-info, , , , , , ,/app-health/bip-ms-validation-info/livez,5,600,10,1,30, , , , , , 
empwr-uat,bip-ms-validation-info-uat-86757fb888-j49wm,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-ms-validation-info-uat-86757fb888-j49wm,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-sf-db-data-transfer-uat-84c4bd4548-ptppr,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-sf-db-data-transfer-uat-84c4bd4548-ptppr,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat,bip-vbms-transfer-uat-7d46cb5dd6-j9275,bip-vbms-transfer, , , , , , ,/app-health/bip-vbms-transfer/livez,5,600,10,1,10,/app-health/bip-vbms-transfer/readyz,20,600,5,1,10
empwr-uat,bip-vbms-transfer-uat-7d46cb5dd6-j9275,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat,bip-vbms-transfer-uat-7d46cb5dd6-j9275,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-claimevidence-ui-uat2-6766c6b84f-6jcm5,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-claimevidence-ui-uat2-6766c6b84f-6jcm5,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-inquiry-api-uat2-78585c6dbb-zv4tg,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-inquiry-api-uat2-78585c6dbb-zv4tg,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-busns-tran-commit-uat2-75f994b4f4-h8xml,bip-ms-busns-tran-commit, , , , , , ,/app-health/bip-ms-busns-tran-commit/livez,5,600,10,1,30, , , , , , 
empwr-uat2,bip-ms-busns-tran-commit-uat2-75f994b4f4-h8xml,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-busns-tran-commit-uat2-75f994b4f4-h8xml,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-efolder-uat2-6d8cf4c7f6-qznsr,bip-ms-efolder, , , , , , ,/app-health/bip-ms-efolder/livez,5,600,10,1,30, , , , , , 
empwr-uat2,bip-ms-efolder-uat2-6d8cf4c7f6-qznsr,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-efolder-uat2-6d8cf4c7f6-qznsr,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-eft-address-uat2-85987bf5b5-t7c4f,bip-ms-eft-address, , , , , , ,/app-health/bip-ms-eft-address/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-eft-address-uat2-85987bf5b5-t7c4f,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-eft-address-uat2-85987bf5b5-t7c4f,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-fas-notes-uat2-76f5777fb6-jzf5d,bip-ms-fas-notes, , , , , , ,/app-health/bip-ms-fas-notes/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-fas-notes-uat2-76f5777fb6-jzf5d,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-fas-notes-uat2-76f5777fb6-jzf5d,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-fincl-org-uat2-848d964d-s9md8,bip-ms-fincl-org, , , , , , ,/app-health/bip-ms-fincl-org/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-fincl-org-uat2-848d964d-s9md8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-fincl-org-uat2-848d964d-s9md8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-fiscal-print-uat2-675b7cfb6d-5vm84,bip-ms-fiscal-print, , , , , , ,/app-health/bip-ms-fiscal-print/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-fiscal-print-uat2-675b7cfb6d-5vm84,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-fiscal-print-uat2-675b7cfb6d-5vm84,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-login-api-uat2-78c4558bcc-w8q5v,bip-ms-login-api, , , , , , ,/app-health/bip-ms-login-api/livez,5,720,30,1,60, , , , , , 
empwr-uat2,bip-ms-login-api-uat2-78c4558bcc-w8q5v,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-login-api-uat2-78c4558bcc-w8q5v,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-menu-tree-uat2-6f8dd5677-9d5pv,bip-ms-menu-tree, , , , , , ,/app-health/bip-ms-menu-tree/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-menu-tree-uat2-6f8dd5677-9d5pv,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-menu-tree-uat2-6f8dd5677-9d5pv,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-odata-svc-uat2-5bdd9b49b6-l4x8z,bip-ms-odata-svc, , , , , , ,/app-health/bip-ms-odata-svc/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-odata-svc-uat2-5bdd9b49b6-l4x8z,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-odata-svc-uat2-5bdd9b49b6-l4x8z,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-ptc-pmt-adrs-uat2-564f4b5ff7-jddwc,bip-ms-ptc-pmt-adrs, , , , , , ,/app-health/bip-ms-ptc-pmt-adrs/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-ptc-pmt-adrs-uat2-564f4b5ff7-jddwc,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-ptc-pmt-adrs-uat2-564f4b5ff7-jddwc,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-ptc-search-srch-rln-uat2-7cd9df54fc-fz7rt,bip-ms-ptc-search-srch-rln, , , , , , ,/app-health/bip-ms-ptc-search-srch-rln/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-ptc-search-srch-rln-uat2-7cd9df54fc-fz7rt,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-ptc-search-srch-rln-uat2-7cd9df54fc-fz7rt,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-rcvbl-offset-uat2-78bdfc9d69-kkv8s,bip-ms-rcvbl-offset, , , , , , ,/app-health/bip-ms-rcvbl-offset/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-rcvbl-offset-uat2-78bdfc9d69-kkv8s,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-rcvbl-offset-uat2-78bdfc9d69-kkv8s,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-rcvbl-offset-uat2-78bdfc9d69-lpzrn,bip-ms-rcvbl-offset, , , , , , ,/app-health/bip-ms-rcvbl-offset/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-rcvbl-offset-uat2-78bdfc9d69-lpzrn,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-rcvbl-offset-uat2-78bdfc9d69-lpzrn,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-reports-uat2-575cc6645b-bchnz,bip-ms-reports, , , , , , ,/app-health/bip-ms-reports/livez,5,600,10,1,30,/app-health/bip-ms-reports/readyz,5,600,30,1,60
empwr-uat2,bip-ms-reports-uat2-575cc6645b-bchnz,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-reports-uat2-575cc6645b-bchnz,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-srch-ptcpnt-uat2-64f7f6646-dx8jd,bip-ms-srch-ptcpnt, , , , , , ,/app-health/bip-ms-srch-ptcpnt/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-srch-ptcpnt-uat2-64f7f6646-dx8jd,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-srch-ptcpnt-uat2-64f7f6646-dx8jd,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-sumry-inqry-uat2-f8c9b6588-6k5bh,bip-ms-sumry-inqry, , , , , , ,/app-health/bip-ms-sumry-inqry/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-sumry-inqry-uat2-f8c9b6588-6k5bh,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-sumry-inqry-uat2-f8c9b6588-6k5bh,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-tran-detail-uat2-58c755fcdd-vj8c9,bip-ms-tran-detail, , , , , , ,/app-health/bip-ms-tran-detail/livez,5,600,10,1,10, , , , , , 
empwr-uat2,bip-ms-tran-detail-uat2-58c755fcdd-vj8c9,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-tran-detail-uat2-58c755fcdd-vj8c9,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-ms-validation-info-uat2-7f8f4c965c-czcm5,bip-ms-validation-info, , , , , , ,/app-health/bip-ms-validation-info/livez,5,600,10,1,30, , , , , , 
empwr-uat2,bip-ms-validation-info-uat2-7f8f4c965c-czcm5,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-ms-validation-info-uat2-7f8f4c965c-czcm5,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
empwr-uat2,bip-sf-db-data-transfer-uat2-544cd56955-n87k5,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
empwr-uat2,bip-sf-db-data-transfer-uat2-544cd56955-n87k5,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-demo,bip-exam-destination-demo-7879947fc4-hlbmj,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-demo,bip-exam-destination-demo-7879947fc4-hlbmj,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-demo,bip-exam-destination-demo-7879947fc4-hlbmj,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-demo,bip-exam-destination-demo-7879947fc4-sfmf7,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-demo,bip-exam-destination-demo-7879947fc4-sfmf7,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-demo,bip-exam-destination-demo-7879947fc4-sfmf7,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-ivv,bip-exam-destination-ivv-65f8788d6f-hrr7n,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-ivv,bip-exam-destination-ivv-65f8788d6f-hrr7n,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-ivv,bip-exam-destination-ivv-65f8788d6f-hrr7n,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-ivv,bip-exam-destination-ivv-65f8788d6f-r9rzd,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-ivv,bip-exam-destination-ivv-65f8788d6f-r9rzd,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-ivv,bip-exam-destination-ivv-65f8788d6f-r9rzd,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-ivv,tiller-deploy-647f4f65f5-pgxwl,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
exam-destination-pat,bip-exam-destination-pat-b8bd465f9-ljlpl,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-pat,bip-exam-destination-pat-b8bd465f9-ljlpl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-pat,bip-exam-destination-pat-b8bd465f9-ljlpl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-pat,bip-exam-destination-pat-b8bd465f9-xh64v,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-pat,bip-exam-destination-pat-b8bd465f9-xh64v,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-pat,bip-exam-destination-pat-b8bd465f9-xh64v,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-pdt,bip-exam-destination-pdt-77bfc5cdc7-n4fcx,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-pdt,bip-exam-destination-pdt-77bfc5cdc7-n4fcx,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-pdt,bip-exam-destination-pdt-77bfc5cdc7-n4fcx,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-destination-uat,bip-exam-destination-uat-6995fb8d8-g9m5l,bip-exam-destination, , , , , , ,/app-health/bip-exam-destination/livez,3,600,20,1,1,/app-health/bip-exam-destination/readyz,3,600,8,1,1
exam-destination-uat,bip-exam-destination-uat-6995fb8d8-g9m5l,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-destination-uat,bip-exam-destination-uat-6995fb8d8-g9m5l,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-mgmt-demo,bip-exam-mgmt-demo-7bd6dc5b77-467wb,bip-exam-mgmt, , , , , , ,/app-health/bip-exam-mgmt/livez,6,45,5,1,1,/app-health/bip-exam-mgmt/readyz,6,45,5,1,1
exam-mgmt-demo,bip-exam-mgmt-demo-7bd6dc5b77-467wb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-mgmt-demo,bip-exam-mgmt-demo-7bd6dc5b77-467wb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-mgmt-demo,bip-exam-mgmt-ui-demo-57b989c9f6-ft2nh,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-mgmt-demo,bip-exam-mgmt-ui-demo-57b989c9f6-ft2nh,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
exam-mgmt-demo,bip-exam-standard-data-ui-demo-5747b7b977-dw9bc,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
exam-mgmt-demo,bip-exam-standard-data-ui-demo-5747b7b977-dw9bc,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
