Namespace,Pod Name,Container Name,SP HttpGet,SP FailureThreshold,SP InitialDelaySeconds,SP PeriodSeconds,SP SuccessThreshold,SP TimeoutSeconds,LP HttpGet,LP FailureThreshold,LP InitialDelaySeconds,LP PeriodSeconds,LP SuccessThreshold,LP TimeoutSeconds,RP HttpGet,RP FailureThreshold,RP InitialDelaySeconds,RP PeriodSeconds,RP SuccessThreshold,RP TimeoutSeconds
bss-demo,bip-bss-idpproxy-docgen-demo-6949b9b755-gtx8r,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,60,10,1,1,/app-health/bip-bss-idpproxy/readyz,3,60,10,1,1
bss-demo,bip-bss-idpproxy-docgen-demo-6949b9b755-gtx8r,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-demo,bip-bss-idpproxy-docgen-demo-6949b9b755-gtx8r,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-demo,bip-bss-keycloak-demo-upgrade-keycloakx-0,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-demo,bip-bss-keycloakx-demo-0,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-demo,bip-bss-policy-service-demo-5b4c644966-bjtz6,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-demo,bip-bss-policy-service-demo-5b4c644966-bjtz6,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-demo,bip-bss-policy-service-demo-5b4c644966-bjtz6,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-demo,bip-bss-policy-service-demo-5b4c644966-z6zbn,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-demo,bip-bss-policy-service-demo-5b4c644966-z6zbn,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-demo,bip-bss-policy-service-demo-5b4c644966-z6zbn,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-ivv,bip-bss-iam-webagent-ivv-667897b664-rpknh,bip-bss-iam-webagent, , , , , , ,/app-health/bip-bss-iam-webagent/livez,3,60,30,1,10,/app-health/bip-bss-iam-webagent/readyz,3,60,30,1,10
bss-ivv,bip-bss-iam-webagent-ivv-667897b664-rpknh,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-ivv,bip-bss-iam-webagent-ivv-667897b664-rpknh,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-ivv,bip-bss-idpproxy-csap-ivv-6498d68f5d-grq7q,bip-bss-idpproxy, , , , , , ,/sso/csap/actuator/info,3,60,30,1,20,/sso/csap/actuator/health,3,60,30,1,20
bss-ivv,bip-bss-idpproxy-ivv-7df9df498b-n67fl,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,120,10,1,5,/app-health/bip-bss-idpproxy/readyz,3,120,10,1,5
bss-ivv,bip-bss-idpproxy-ivv-7df9df498b-n67fl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-ivv,bip-bss-idpproxy-ivv-7df9df498b-n67fl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-ivv,bip-bss-keycloakx-ivv-0,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-ivv,bip-bss-keycloakx-ivv-1,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-ivv,bip-bss-policy-service-ivv-f48ff6dcc-xc828,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-ivv,bip-bss-policy-service-ivv-f48ff6dcc-xc828,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-ivv,bip-bss-policy-service-ivv-f48ff6dcc-xc828,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-ivv,tiller-deploy-66487c496f-4sjdx,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
bss-pat,bip-bss-iam-webagent-pat-67ffffbc4f-6s6nj,bip-bss-iam-webagent, , , , , , ,/app-health/bip-bss-iam-webagent/livez,3,60,30,1,10,/app-health/bip-bss-iam-webagent/readyz,3,60,30,1,10
bss-pat,bip-bss-iam-webagent-pat-67ffffbc4f-6s6nj,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pat,bip-bss-iam-webagent-pat-67ffffbc4f-6s6nj,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-pat,bip-bss-idpproxy-csap-pat-659c9898d9-4b9rp,bip-bss-idpproxy, , , , , , ,/sso/csap/actuator/info,3,60,30,1,20,/sso/csap/actuator/health,3,60,30,1,20
bss-pat,bip-bss-idpproxy-pat-f7f6c5cdc-jqrhl,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,120,10,1,5,/app-health/bip-bss-idpproxy/readyz,3,120,10,1,5
bss-pat,bip-bss-idpproxy-pat-f7f6c5cdc-jqrhl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pat,bip-bss-idpproxy-pat-f7f6c5cdc-jqrhl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-pat,bip-bss-keycloakx-pat-0,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-pat,bip-bss-policy-service-pat-b666fbff6-967dd,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-pat,bip-bss-policy-service-pat-b666fbff6-967dd,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pat,bip-bss-policy-service-pat-b666fbff6-967dd,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-pdt,bip-bss-iam-webagent-pdt-7b9f4bf67d-vv6fd,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pdt,bip-bss-iam-webagent-pdt-7b9f4bf67d-vv6fd,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-pdt,bip-bss-idpproxy-docgen-pdt-64b8f85997-lh7ss,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,60,10,1,1,/app-health/bip-bss-idpproxy/readyz,3,60,10,1,1
bss-pdt,bip-bss-idpproxy-docgen-pdt-64b8f85997-lh7ss,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pdt,bip-bss-idpproxy-docgen-pdt-64b8f85997-lh7ss,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-pdt,bip-bss-idpproxy-pdt-56fcff948-qhn8h,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,120,10,1,5,/app-health/bip-bss-idpproxy/readyz,3,120,10,1,5
bss-pdt,bip-bss-idpproxy-pdt-56fcff948-qhn8h,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pdt,bip-bss-idpproxy-pdt-56fcff948-qhn8h,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-pdt,bip-bss-keycloakx-pdt-0,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-pdt,bip-bss-policy-service-pdt-5f6c65b5f9-6p6mp,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-pdt,bip-bss-policy-service-pdt-5f6c65b5f9-6p6mp,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-pdt,bip-bss-policy-service-pdt-5f6c65b5f9-6p6mp,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-iam-webagent-uat-6cbd549d5d-94pkb,bip-bss-iam-webagent, , , , , , ,/app-health/bip-bss-iam-webagent/livez,3,60,30,1,10,/app-health/bip-bss-iam-webagent/readyz,3,60,30,1,10
bss-uat,bip-bss-iam-webagent-uat-6cbd549d5d-94pkb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-iam-webagent-uat-6cbd549d5d-94pkb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-iam-webagent-uat-6cbd549d5d-sj85r,bip-bss-iam-webagent, , , , , , ,/app-health/bip-bss-iam-webagent/livez,3,60,30,1,10,/app-health/bip-bss-iam-webagent/readyz,3,60,30,1,10
bss-uat,bip-bss-iam-webagent-uat-6cbd549d5d-sj85r,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-iam-webagent-uat-6cbd549d5d-sj85r,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-idpproxy-csap-uat-6f7976df5-xnsmf,bip-bss-idpproxy, , , , , , ,/sso/csap/actuator/info,3,120,10,1,5,/sso/csap/actuator/health,3,120,10,1,5
bss-uat,bip-bss-idpproxy-uat-9874d896d-bfh72,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,120,10,1,5,/app-health/bip-bss-idpproxy/readyz,3,120,10,1,5
bss-uat,bip-bss-idpproxy-uat-9874d896d-bfh72,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-idpproxy-uat-9874d896d-bfh72,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-idpproxy-uat-9874d896d-hczcv,bip-bss-idpproxy, , , , , , ,/app-health/bip-bss-idpproxy/livez,3,120,10,1,5,/app-health/bip-bss-idpproxy/readyz,3,120,10,1,5
bss-uat,bip-bss-idpproxy-uat-9874d896d-hczcv,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-idpproxy-uat-9874d896d-hczcv,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-keycloakx-uat-0,keycloak,/auth/health,60,15,5,1,1,/auth/health/live,3,300,10,1,5,/auth/realms/idp,3,30,10,1,1
bss-uat,bip-bss-policy-service-uat-67c8847cdc-97gt2,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-uat,bip-bss-policy-service-uat-67c8847cdc-97gt2,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-policy-service-uat-67c8847cdc-97gt2,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-policy-service-uat-67c8847cdc-d5m4c,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-uat,bip-bss-policy-service-uat-67c8847cdc-d5m4c,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-policy-service-uat-67c8847cdc-d5m4c,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
bss-uat,bip-bss-policy-service-uat-67c8847cdc-m2gng,bip-bss-policy-service, , , , , , ,/app-health/bip-bss-policy-service/livez,3,90,30,1,10,/app-health/bip-bss-policy-service/readyz,3,90,30,1,10
bss-uat,bip-bss-policy-service-uat-67c8847cdc-m2gng,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
bss-uat,bip-bss-policy-service-uat-67c8847cdc-m2gng,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cap-ivv,tiller-deploy-6b895f4887-5x626,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
cap-uat,bip-cap-uat-56fb98d788-5fctt,bip-cap, , , , , , ,/actuator/info,6,45,5,1,1,/actuator/health,6,45,5,1,1
cert-manager,cert-manager-certmanager-webhook-f8c5d76c7-ggk67,certmanager-webhook, , , , , , ,/livez,3,60,10,1,1,/healthz,3,5,5,1,1
cest-demo,bip-cest-api-demo-989c85b54-wkhlb,bip-cest-api, , , , , , ,/app-health/bip-cest-api/livez,6,45,5,1,1,/app-health/bip-cest-api/readyz,6,45,5,1,1
cest-demo,bip-cest-api-demo-989c85b54-wkhlb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-demo,bip-cest-api-demo-989c85b54-wkhlb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-demo,bip-cest-ui-demo-6f96ff45bf-wqt25,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-demo,bip-cest-ui-demo-6f96ff45bf-wqt25,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-ivv,bip-cest-api-ivv-5b986dc748-rnm2l,bip-cest-api, , , , , , ,/app-health/bip-cest-api/livez,6,45,5,1,1,/app-health/bip-cest-api/readyz,6,45,5,1,1
cest-ivv,bip-cest-api-ivv-5b986dc748-rnm2l,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-ivv,bip-cest-api-ivv-5b986dc748-rnm2l,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-ivv,bip-cest-ui-ivv-5dd64c84d4-cdxpq,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-ivv,bip-cest-ui-ivv-5dd64c84d4-cdxpq,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-ivv,stage-cest-jenkins-6797487996-5vfx5,stage-cest-jenkins, , , , , , ,/login,10,90,10,1,5,/login,3,60,10,1,5
cest-ivv,tiller-deploy-79ccf46684-z4d75,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
cest-pat,bip-cest-api-pat-779c9d9cf5-ddpmb,bip-cest-api, , , , , , ,/app-health/bip-cest-api/livez,6,45,5,1,1,/app-health/bip-cest-api/readyz,6,45,5,1,1
cest-pat,bip-cest-api-pat-779c9d9cf5-ddpmb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-pat,bip-cest-api-pat-779c9d9cf5-ddpmb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-pat,bip-cest-ui-pat-65cb859678-ppqdr,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-pat,bip-cest-ui-pat-65cb859678-ppqdr,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-pdt,bip-cest-api-pdt-66ff7c8657-m4ccn,bip-cest-api, , , , , , ,/app-health/bip-cest-api/livez,6,45,5,1,1,/app-health/bip-cest-api/readyz,6,45,5,1,1
cest-pdt,bip-cest-api-pdt-66ff7c8657-m4ccn,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-pdt,bip-cest-api-pdt-66ff7c8657-m4ccn,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-pdt,bip-cest-ui-pdt-84cdc786c9-8q8dg,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-pdt,bip-cest-ui-pdt-84cdc786c9-8q8dg,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-uat,bip-cest-api-uat-695554d488-tkrqd,bip-cest-api, , , , , , ,/app-health/bip-cest-api/livez,6,45,5,1,1,/app-health/bip-cest-api/readyz,6,45,5,1,1
cest-uat,bip-cest-api-uat-695554d488-tkrqd,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-uat,bip-cest-api-uat-695554d488-tkrqd,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cest-uat,bip-cest-ui-uat-6489cd7d98-44spx,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cest-uat,bip-cest-ui-uat-6489cd7d98-44spx,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-cfapi-demo-6fb7bfc97f-nlfbl,bip-cfapi, , , , , , ,/app-health/bip-cfapi/livez,3,45,5,1,1,/app-health/bip-cfapi/readyz,3,45,5,1,1
cfapi-demo,bip-cfapi-demo-6fb7bfc97f-nlfbl,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-cfapi-demo-6fb7bfc97f-nlfbl,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-claim-automation-processor-demo-6778659d78-4cnv7,bip-claim-automation-processor, , , , , , ,/app-health/bip-claim-automation-processor/livez,3,90,20,1,10,/app-health/bip-claim-automation-processor/readyz,3,90,20,1,10
cfapi-demo,bip-claim-automation-processor-demo-6778659d78-4cnv7,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-claim-automation-processor-demo-6778659d78-4cnv7,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-evidence-api-demo-d98b5fd75-p8g98,bip-evidence-api, , , , , , ,/app-health/bip-evidence-api/livez,6,120,5,1,1,/app-health/bip-evidence-api/readyz,6,120,5,1,1
cfapi-demo,bip-evidence-api-demo-d98b5fd75-p8g98,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-evidence-api-demo-d98b5fd75-p8g98,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-idb-admin-api-demo-58788994df-kthl8,bip-idb-admin-api, , , , , , ,/app-health/bip-idb-admin-api/livez,2,3,6,1,1,/app-health/bip-idb-admin-api/readyz,2,6,6,1,1
cfapi-demo,bip-idb-admin-api-demo-58788994df-kthl8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-idb-admin-api-demo-58788994df-kthl8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-idb-admin-api-demo-58788994df-mn5px,bip-idb-admin-api, , , , , , ,/app-health/bip-idb-admin-api/livez,2,3,6,1,1,/app-health/bip-idb-admin-api/readyz,2,6,6,1,1
cfapi-demo,bip-idb-admin-api-demo-58788994df-mn5px,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-idb-admin-api-demo-58788994df-mn5px,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-idb-admin-api-demo-58788994df-txdcs,bip-idb-admin-api, , , , , , ,/app-health/bip-idb-admin-api/livez,2,3,6,1,1,/app-health/bip-idb-admin-api/readyz,2,6,6,1,1
cfapi-demo,bip-idb-admin-api-demo-58788994df-txdcs,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-idb-admin-api-demo-58788994df-txdcs,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-idb-api-demo-0,bip-idb-api, , , , , , ,/app-health/bip-idb-api/livez,20,180,20,1,1,/app-health/bip-idb-api/readyz,20,180,20,1,1
cfapi-demo,bip-idb-api-demo-0,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-notes-api-demo-7dc7f5c47c-89d9r,bip-notes-api, , , , , , ,/app-health/bip-notes-api/livez,10,90,10,1,1,/app-health/bip-notes-api/readyz,10,90,10,1,1
cfapi-demo,bip-notes-api-demo-7dc7f5c47c-89d9r,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-notes-api-demo-7dc7f5c47c-89d9r,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-participant-api-demo-7cf64c546f-9sgqq,bip-participant-api, , , , , , ,/app-health/bip-participant-api/livez,6,45,5,1,1,/app-health/bip-participant-api/readyz,6,45,5,1,1
cfapi-demo,bip-participant-api-demo-7cf64c546f-9sgqq,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-participant-api-demo-7cf64c546f-9sgqq,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-poa-api-demo-7557dbbd96-nx2t8,bip-poa-api, , , , , , ,/app-health/bip-poa-api/livez,6,45,5,1,1,/app-health/bip-poa-api/readyz,6,45,5,1,1
cfapi-demo,bip-poa-api-demo-7557dbbd96-nx2t8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-poa-api-demo-7557dbbd96-nx2t8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-5zjdp,bip-sdg-api, , , , , , ,/app-health/bip-sdg-api/livez,6,90,5,1,1,/app-health/bip-sdg-api/readyz,6,90,5,1,1
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-5zjdp,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-5zjdp,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-kq9vj,bip-sdg-api, , , , , , ,/app-health/bip-sdg-api/livez,6,90,5,1,1,/app-health/bip-sdg-api/readyz,6,90,5,1,1
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-kq9vj,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-kq9vj,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-plpjp,bip-sdg-api, , , , , , ,/app-health/bip-sdg-api/livez,6,90,5,1,1,/app-health/bip-sdg-api/readyz,6,90,5,1,1
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-plpjp,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-sdg-api-demo-69ccd5cf65-plpjp,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-trackeditem-api-demo-786dffcd46-xr6xh,bip-trackeditem-api, , , , , , ,/app-health/bip-trackeditem-api/livez,6,45,5,1,1,/app-health/bip-trackeditem-api/readyz,6,45,5,1,1
cfapi-demo,bip-trackeditem-api-demo-786dffcd46-xr6xh,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-trackeditem-api-demo-786dffcd46-xr6xh,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-vbms-attribute-guide-demo-0,bip-vbms-attribute-guide, , , , , , ,/app-health/bip-vbms-attribute-guide/livez,2,3,6,1,1,/app-health/bip-vbms-attribute-guide/readyz,2,6,6,1,1
cfapi-demo,bip-vbms-attribute-guide-demo-0,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
